index,area_string,posted,neighborhood,post title,number_bedrooms,sqft,URL,price
417,washingtondc,2021-11-09 12:28, (Leland St. @ Bethesda Row Downtown maryland ),"Room in House 1Br/1ba  For Rent Walk Downtown Bethesda, Big home",,700.0,https://washingtondc.craigslist.org/mld/roo/d/bethesda-room-in-house-1br-1ba-for-rent/7405594555.html,1150
418,washingtondc,2021-11-09 12:26, (Washington district of columbia ),Furnished Big Room Available in Petworth Nw,,,https://washingtondc.craigslist.org/doc/roo/d/washington-furnished-big-room-available/7405643751.html,830
419,washingtondc,2021-11-09 12:21, (Rockville maryland ),Room for Rent - single person only,1,,https://washingtondc.craigslist.org/mld/roo/d/rockville-room-for-rent-single-person/7402571418.html,500
420,washingtondc,2021-11-09 12:11, (Gaithersburg maryland ),Basement for rent,1,600.0,https://washingtondc.craigslist.org/mld/roo/d/gaithersburg-basement-for-rent/7405582744.html,1200
421,washingtondc,2021-11-09 11:58, (Germantown Md maryland ),$ 850 basement,,,https://washingtondc.craigslist.org/mld/roo/d/germantown-850-basement/7400615772.html,850
422,washingtondc,2021-11-09 11:53, (Georgetown district of columbia ),Small Room in Grad Student House,3,1000.0,https://washingtondc.craigslist.org/doc/roo/d/washington-small-room-in-grad-student/7405625462.html,800
423,washingtondc,2021-11-09 11:49," (Tysons Corner, Vienna, McLean northern virginia )",Exceptional 1BR/1BA Suite w Private LR/Wet Bar/Garage Parking,,600.0,https://washingtondc.craigslist.org/nva/roo/d/vienna-exceptional-1br-1ba-suite/7401240951.html,1400
424,washingtondc,2021-11-09 11:49, (Adams Morgan district of columbia ),Master Bedroom with Private Study and Bathroom,1,,https://washingtondc.craigslist.org/doc/roo/d/washington-master-bedroom-with-private/7405622981.html,1600
425,washingtondc,2021-11-09 11:48, (Ashburn VA northern virginia ),One Bedroom with shared Bathroom,1,200.0,https://washingtondc.craigslist.org/nva/roo/d/ashburn-one-bedroom-with-shared-bathroom/7405622869.html,800
426,washingtondc,2021-11-09 11:30, (Falls Church/Bailys cross roads columbia pike northern virginia ),VACANT FURNISHED PRIVATE!!!! ROOM WALK TO BUS STOP quite clean private,,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-vacant-furnished-private/7405601335.html,550
427,washingtondc,2021-11-09 11:28, (Falls Church/Bailys cross roads columbia pike northern virginia ),VACANT FURNISHED PRIVATE!!!! ROOM WALK TO BUS STOP quite clean private,,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-vacant-furnished-private/7405601525.html,550
428,washingtondc,2021-11-09 11:27, (Vienna northern virginia ),Giant Downstairs Private Room for Rent in Shared Vienna Home,1,300.0,https://washingtondc.craigslist.org/nva/roo/d/vienna-giant-downstairs-private-room/7392782966.html,1035
429,washingtondc,2021-11-09 11:24, (Greenbelt maryland ),MONTH-TO-MONTH furnished upstairs bedroom by NASA utilities included,5,2200.0,https://washingtondc.craigslist.org/mld/roo/d/capitol-heights-month-to-month/7401785738.html,595
430,washingtondc,2021-11-09 11:22," (Lorton, VA northern virginia )",2 BR's in BEAUTIFUL House. REMODELED KITCHEN & BATH - MUST SEE!!!,,,https://washingtondc.craigslist.org/nva/roo/d/lorton-brs-in-beautiful-house-remodeled/7405607528.html,800
431,washingtondc,2021-11-09 11:19, (Beltsville maryland ),Master bedroom in Furnished New Townhome!,1,,https://washingtondc.craigslist.org/mld/roo/d/beltsville-master-bedroom-in-furnished/7401976143.html,999
432,washingtondc,2021-11-09 11:16, (Columbia Heights district of columbia ),SHARED UNIT- COOP STYLE,4,,https://washingtondc.craigslist.org/doc/roo/d/washington-shared-unit-coop-style/7399024654.html,1200
433,washingtondc,2021-11-09 11:15, (Annandale district of columbia ),Salamu Alaykum PRIVATE ROOM W/ BED WALK TO METRO TRAIN FREE PARKING,,,https://washingtondc.craigslist.org/doc/roo/d/alexandria-salamu-alaykum-private-room/7405603066.html,550
434,washingtondc,2021-11-09 11:15, (WASHINGTON DC/MARYLAND/VA district of columbia ),Salamu Alaykum PRIVATE ROOM W/ BED WALK TO METRO TRAIN FREE PARKING,,,https://washingtondc.craigslist.org/doc/roo/d/alexandria-salamu-alaykum-private-room/7405603004.html,550
435,washingtondc,2021-11-09 11:13, (Alexandria northern virginia ),Great 2 bedrooms 1 and half bath.,2,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-great-bedrooms-and-half-bath/7405594992.html,1900
436,washingtondc,2021-11-09 11:08," (Reston, VA northern virginia )",Entire floor in luxury townhome,,,https://washingtondc.craigslist.org/nva/roo/d/reston-entire-floor-in-luxury-townhome/7402209479.html,1000
437,washingtondc,2021-11-09 11:06, (U street district of columbia ),Room Around 14th and U street for Rent!,1,,https://washingtondc.craigslist.org/doc/roo/d/washington-room-around-14th-and-street/7405587171.html,900
438,washingtondc,2021-11-09 11:05, (Prince George maryland ),Guest Bedroom /w Private Bath Next to Metro and Mall,1,300.0,https://washingtondc.craigslist.org/mld/roo/d/hyattsville-guest-bedroom-private-bath/7405597198.html,800
439,washingtondc,2021-11-09 10:59, (Elmont street maryland ),Nice room few minutes to walk to wheaton metro,1,,https://washingtondc.craigslist.org/mld/roo/d/silver-spring-nice-room-few-minutes-to/7398120685.html,550
440,washingtondc,2021-11-09 10:59," (18th st, nw district of columbia )",Large room close to Dupont circle,2,,https://washingtondc.craigslist.org/doc/roo/d/washington-large-room-close-to-dupont/7397146990.html,999
441,washingtondc,2021-11-09 10:59, (2nd street nw district of columbia ),Nice furnished room right next to howard university,1,,https://washingtondc.craigslist.org/doc/roo/d/washington-nice-furnished-room-right/7403550846.html,650
442,washingtondc,2021-11-09 10:56, (Georgia avenue district of columbia ),Cozy room right next to the Petworth metro,2,,https://washingtondc.craigslist.org/doc/roo/d/washington-cozy-room-right-next-to-the/7403819960.html,625
443,washingtondc,2021-11-09 10:56," (clifton,Fairfax, Chantilly, tysons, fairfax station,burke northern virginia )",entire third floor for rent including all utilities,,900.0,https://washingtondc.craigslist.org/nva/roo/d/clifton-entire-third-floor-for-rent/7398202894.html,1000
444,washingtondc,2021-11-09 10:53, (Aspen Hill maryland ),!!! Master bedroom for RENT!!! (Rockville/Aspen Hill),1,208.0,https://washingtondc.craigslist.org/mld/roo/d/rockville-master-bedroom-for-rent/7405589429.html,900
445,washingtondc,2021-11-09 10:52, (Fairfax/Vienna Metro/Mosaic District/Tysons northern virginia ),LARGE private basement with kitchen in Fairfax/Vienna - walk to metro!,1,,https://washingtondc.craigslist.org/nva/roo/d/fairfax-large-private-basement-with/7403426214.html,1250
446,washingtondc,2021-11-09 10:46, (Silver Spring maryland ),Convenient Location- Great Neighborhood!!,1,130.0,https://washingtondc.craigslist.org/mld/roo/d/silver-spring-convenient-location-great/7405586790.html,840
447,washingtondc,2021-11-09 10:45, (GAITHERSBURG maryland ),Bed Room in Townhome Amberfield,,,https://washingtondc.craigslist.org/mld/roo/d/bed-room-in-townhome-amberfield/7403064074.html,550
448,washingtondc,2021-11-09 10:45, (Timberlawn maryland ),Large MBR in Townhouse for rent-Longanwood,,,https://washingtondc.craigslist.org/mld/roo/d/rockville-large-mbr-in-townhouse-for/7403064290.html,900
449,washingtondc,2021-11-09 10:44, (NIH /Suburban Hospital/Bethesda district of columbia ),Room 2mins' walk away from NIH,,,https://washingtondc.craigslist.org/doc/roo/d/bethesda-room-2mins-walk-away-from-nih/7405586004.html,850
450,washingtondc,2021-11-09 10:44," (1539 Monroe Street, Washington DC 20010 district of columbia )",Columbia Hgts/Mt Pleasant: One bedroom in beautiful Victorian T-house,3,1800.0,https://washingtondc.craigslist.org/doc/roo/d/washington-columbia-hgts-mt-pleasant/7402872099.html,1150
451,washingtondc,2021-11-09 10:42, (10805 Pearson Street maryland ),"Kensington: One bedroom in beautiful, quiet house near Wheaton Plaza",5,120.0,https://washingtondc.craigslist.org/mld/roo/d/kensington-kensington-one-bedroom-in/7405585207.html,789
452,washingtondc,2021-11-09 10:41," (Sterling, VA northern virginia )",1 BEDROOM HARDWOOD FLOORS-UTILITIES INCLUDED - CLOSE TO IAD & NOVA CC,1,800.0,https://washingtondc.craigslist.org/nva/roo/d/sterling-bedroom-hardwood-floors/7405584526.html,900
453,washingtondc,2021-11-09 10:37, (Chevy Chase maryland ),Room for rent w/private bath (one person),,125.0,https://washingtondc.craigslist.org/mld/roo/d/washington-room-for-rent-private-bath/7403091205.html,900
454,washingtondc,2021-11-09 10:37, (alexandra district of columbia ),"Roommate Wanted (King Street Metro, walk to stores)",1,,https://washingtondc.craigslist.org/doc/roo/d/alexandria-roommate-wanted-king-street/7405578088.html,740
455,washingtondc,2021-11-09 10:36, (Manassas Park northern virginia ),"$1,750 Includes Everything All Utilities",2,3336.0,https://washingtondc.craigslist.org/nva/roo/d/manassas-1750-includes-everything-all/7405581688.html,1750
456,washingtondc,2021-11-09 10:35, (Union Market district of columbia ),Furnished Rooms Available Now,,,https://washingtondc.craigslist.org/doc/roo/d/washington-furnished-rooms-available-now/7402826749.html,1200
457,washingtondc,2021-11-09 10:34, (Columbia Heights Washington DC district of columbia ),Beautiful Room For Rent,,800.0,https://washingtondc.craigslist.org/doc/roo/d/arlington-beautiful-room-for-rent/7403016659.html,1350
458,washingtondc,2021-11-09 10:32, (NIH /Suburban Hospital/Bethesda maryland ),Room 2mins' walk away from NIH,,,https://washingtondc.craigslist.org/mld/roo/d/bethesda-room-2mins-walk-away-from-nih/7405579453.html,850
459,washingtondc,2021-11-09 10:28," (ALEXANDRIA, VA northern virginia )",/MONTH AVAILABLE ROOM IN SHARED SINGLE HOUSE,,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-month-available-room-in/7405559999.html,575
460,washingtondc,2021-11-09 10:15, (ARLINTON/Clarendon  METRO Station northern virginia ),Rooms for rent- 2 blocks from CLARENDON METRO,6,1400.0,https://washingtondc.craigslist.org/nva/roo/d/arlington-rooms-for-rent-blocks-from/7400710524.html,1100
461,washingtondc,2021-11-09 10:13, (Kensington maryland ),Large Renovated Bedroom,1,185.0,https://washingtondc.craigslist.org/mld/roo/d/kensington-large-renovated-bedroom/7403060476.html,875
462,washingtondc,2021-11-09 10:10, (Alexandria/Kenmore Avenue northern virginia ),SUBLET SINGLR ROOM,3,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-sublet-singlr-room/7405567753.html,700
463,washingtondc,2021-11-09 10:05, (Landover maryland ),Furn Room for Rent - All Util Incld - No Sec Dep,,,https://washingtondc.craigslist.org/mld/roo/d/hyattsville-furn-room-for-rent-all-util/7402403620.html,150
464,washingtondc,2021-11-09 10:01, (Sterling northern virginia ),Master Bedroom,,,https://washingtondc.craigslist.org/nva/roo/d/sterling-master-bedroom/7405564064.html,750
465,washingtondc,2021-11-09 09:58," (Columbia Heights, D.C. district of columbia )",Seeking housemate for Columbia Heights row house (1BR + office),1,,https://washingtondc.craigslist.org/doc/roo/d/washington-seeking-housemate-for/7405554465.html,2000
466,washingtondc,2021-11-09 09:57, (Seabrook maryland ),"MOVE IN TODAY,BASEMENT ROOM WITH PVT ENTRANCE, ALL UTILITIES INCLUDED",3,,https://washingtondc.craigslist.org/mld/roo/d/lanham-move-in-todaybasement-room-with/7405562257.html,700
467,washingtondc,2021-11-09 09:53, (Springfield northern virginia ),2 Rooms to Rent and House to Share=Military/Gov't./Female Professional,,,https://washingtondc.craigslist.org/nva/roo/d/rooms-to-rent-and-house-to/7403926919.html,575
468,washingtondc,2021-11-09 09:47, (Gaithersburg maryland ),Basement Apartment,,,https://washingtondc.craigslist.org/mld/roo/d/montgomery-village-basement-apartment/7405557393.html,900
469,washingtondc,2021-11-09 09:46, (Capitol Heights MD maryland ),"Furnished Room available NOW, $700",,,https://washingtondc.craigslist.org/mld/roo/d/capitol-heights-furnished-room/7395673097.html,700
470,washingtondc,2021-11-09 09:33," (NW DC, 5 min walk to red line district of columbia )","Furnished Room in Cat Friendly House, Available Today",,,https://washingtondc.craigslist.org/doc/roo/d/furnished-room-in-cat-friendly-house/7405543378.html,665
471,washingtondc,2021-11-09 08:52, (Tyson's Corner northern virginia ),Private Master Bedroom & Private Bath in Tyson's Corner,3,1200.0,https://washingtondc.craigslist.org/nva/roo/d/mc-lean-private-master-bedroom-private/7405534859.html,950
472,washingtondc,2021-11-09 08:43, (H Street Corridor district of columbia ),Looking for roommate to share 2 BR/2BA Apt in DC,2,800.0,https://washingtondc.craigslist.org/doc/roo/d/washington-looking-for-roommate-to/7401212089.html,1210
473,washingtondc,2021-11-09 08:35, ( northern virginia ),3 BR – Three BR Two BA In District Of Columbia DC 20007,,,https://washingtondc.craigslist.org/nva/roo/d/washington-br-three-br-two-ba-in/7405522737.html,350
474,washingtondc,2021-11-09 08:31," (Vienna, Tysons Corner, McLean northern virginia )","Spacious Master BR w Prvt BA/Garage Parking ""Walk to Metro""",,480.0,https://washingtondc.craigslist.org/nva/roo/d/vienna-spacious-master-br-prvt-ba/7401885587.html,1200
475,washingtondc,2021-11-09 08:29," (Tysons Corner, Vienna, McLean northern virginia )","Gorgeously Furnished Bedroom in Tysons Corner ""Walk to Metro""",,225.0,https://washingtondc.craigslist.org/nva/roo/d/vienna-gorgeously-furnished-bedroom-in/7400300790.html,1200
476,washingtondc,2021-11-09 08:23, (Upper Marlboro maryland ),Furnished Room exchange for help  elder care services in elegant home,,750.0,https://washingtondc.craigslist.org/mld/roo/d/upper-marlboro-furnished-room-exchange/7405526079.html,500
477,washingtondc,2021-11-09 08:22, ( maryland ),Rooms near National Harbor,,,https://washingtondc.craigslist.org/mld/roo/d/oxon-hill-rooms-near-national-harbor/7405525294.html,850
478,washingtondc,2021-11-09 08:21, (Capitol Heights maryland ),Room for rent 750 a month females only,2,,https://washingtondc.craigslist.org/mld/roo/d/capitol-heights-room-for-rent-750-month/7404655938.html,750
479,washingtondc,2021-11-09 08:11, ( northern virginia ),Spacious Room for rent Near Vienna metro and GMU,,,https://washingtondc.craigslist.org/nva/roo/d/fairfax-spacious-room-for-rent-near/7405517734.html,650
480,philadelphia,2021-11-09 16:36, (Temple University  ),Roomates Needed Close to Campus,6,2800.0,https://philadelphia.craigslist.org/roo/d/philadelphia-roomates-needed-close-to/7405780631.html,500
481,philadelphia,2021-11-09 15:48, (Philadelphia  ),Fur Room w/window AC overlooking the backyard in Manayunk/ Roxborough,,,https://philadelphia.craigslist.org/roo/d/philadelphia-fur-room-window-ac/7401371614.html,400
482,philadelphia,2021-11-09 15:21, (Westphila  ),Room for rent,2,,https://philadelphia.craigslist.org/roo/d/philadelphia-room-for-rent/7405742617.html,600
483,philadelphia,2021-11-09 14:56, (Northeast Philadelphia  ),Clean & Cozy Room - $125/week- All Utilities Included,,,https://philadelphia.craigslist.org/roo/d/philadelphia-clean-cozy-room-week-all/7405677414.html,125
484,philadelphia,2021-11-09 14:52, (Manayunk  ),Guy for Shared House Near Main Street with Parking,5,,https://philadelphia.craigslist.org/roo/d/philadelphia-guy-for-shared-house-near/7405720599.html,725
485,philadelphia,2021-11-09 14:41, (20xx E. Elkhart st  ),"Spacious RoomS, Utilities Included Kensington/Port Richmond",,,https://philadelphia.craigslist.org/roo/d/philadelphia-spacious-rooms-utilities/7403323376.html,500
486,philadelphia,2021-11-09 14:21, (Philadelphia  ),⭐️🏡 Room Available - Male Roommates - Walk to Everything - Manayunk,,,https://philadelphia.craigslist.org/roo/d/philadelphia-room-available-male/7402581145.html,600
487,philadelphia,2021-11-09 14:18, (Philadelphia  ),Small Sized Room Available -$105/Week - All Utilities Included!,,,https://philadelphia.craigslist.org/roo/d/philadelphia-small-sized-room-available/7405676632.html,105
488,philadelphia,2021-11-09 14:08, (Northeast Philadelphia  ),Clean & Cozy Room - $135/week- All Utilities Included,,,https://philadelphia.craigslist.org/roo/d/philadelphia-clean-cozy-room-week-all/7405677242.html,135
489,philadelphia,2021-11-09 13:58, (Point Breeze  ),1 Room available in South Philly house 12/1 or before/after. 500+u,3,,https://philadelphia.craigslist.org/roo/d/philadelphia-room-available-in-south/7401378496.html,500
